Season,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr
1987,6,Detroit Pistons,26.8,52,30,50,32,3.44,0.07,3.51,109.2,105.8,+3.4,101.0,.360
1987,7,Portland Trail Blazers,26.9,49,33,49,33,3.13,-0.57,2.57,111.5,108.6,+2.9,105.0,.404
1987,8,Houston Rockets,26.1,42,40,44,38,1.00,-0.40,0.60,106.5,105.5,+1.0,99.9,.324
1987,9,Chicago Bulls,25.4,40,42,43,39,0.89,0.37,1.26,108.6,107.6,+1.0,95.8,.315
1987,10,Utah Jazz,26.9,44,38,42,40,0.40,-0.36,0.04,104.1,103.7,+0.4,103.2,.318
1987,11,Seattle SuperSonics,26.1,39,43,42,40,0.46,-0.39,0.08,110.7,110.3,+0.4,101.8,.345
1987,12,Philadelphia 76ers,26.6,45,37,40,42,-0.20,0.31,0.11,108.3,108.5,-0.2,97.3,.385
1987,13,Indiana Pacers,25.9,41,41,39,43,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,.296
1987,14,Denver Nuggets,28.2,37,45,39,43,-0.87,-0.28,-1.14,109.3,110.2,-0.9,106.2,.323
1987,15,Washington Bullets,25.9,42,40,37,45,-1.37,0.35,-1.02,105.7,107.0,-1.3,100.2,.342
1987,16,Phoenix Suns,26.0,36,46,35,47,-2.44,-0.19,-2.63,108.0,110.3,-2.3,102.0,.348
1987,17,Golden State Warriors,26.9,42,40,35,47,-2.34,-0.20,-2.54,108.9,111.2,-2.3,101.7,.341
1987,18,Sacramento Kings,26.3,29,53,33,49,-3.22,-0.12,-3.34,108.9,112.1,-3.2,101.3,.334
1987,19,Cleveland Cavaliers,24.6,31,51,31,51,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,.359
1987,20,New Jersey Nets,26.2,24,58,28,54,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,.368
1987,21,San Antonio Spurs,27.1,28,54,28,54,-5.10,0.01,-5.09,105.9,110.8,-4.9,101.7,.307
1987,22,New York Knicks,26.4,24,58,25,57,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,.336
1987,23,Los Angeles Clippers,26.2,12,70,16,66,-11.43,0.42,-11.00,101.2,112.3,-11.1,102.7,.343
1988,1,Boston Celtics,29.8,57,25,56,26,5.94,0.22,6.15,115.4,109.4,+6.0,97.9,.333
1988,2,Los Angeles Lakers,28.9,62,20,56,26,5.84,-1.03,4.81,113.1,107.3,+5.8,99.1,.350
1988,3,Detroit Pistons,27.5,54,28,54,28,5.17,0.29,5.46,110.5,105.3,+5.2,98.3,.372
1988,4,Dallas Mavericks,27.0,53,29,52,30,4.37,-0.77,3.59,112.2,107.7,+4.5,97.0,.349
1988,5,Portland Trail Blazers,27.1,53,29,52,30,4.52,-0.94,3.59,111.8,107.4,+4.4,103.6,.362
1988,6,Denver Nuggets,28.7,54,28,51,31,4.07,-0.75,3.32,110.1,106.3,+3.8,105.5,.288
1988,7,Utah Jazz,27.3,47,35,51,31,3.68,-0.73,2.96,106.8,103.1,+3.7,101.5,.339
1988,8,Atlanta Hawks,26.8,50,32,51,31,3.60,0.42,4.02,111.3,107.6,+3.7,96.4,.344
1988,9,Chicago Bulls,25.5,50,32,50,32,3.40,0.35,3.76,109.0,105.5,+3.5,95.5,.317
1988,10,Seattle SuperSonics,25.6,44,38,46,36,2.06,-0.77,1.29,110.2,108.1,+2.1,100.2,.328
1988,11,Houston Rockets,27.7,46,36,45,37,1.39,-0.57,0.82,107.1,105.7,+1.4,101.8,.338
1988,12,Cleveland Cavaliers,24.6,42,40,43,39,0.76,0.52,1.28,106.8,106.0,+0.8,97.3,.361
1988,13,Milwaukee Bucks,28.6,42,40,42,40,0.54,0.68,1.21,108.2,107.6,+0.6,97.6,.334
1988,14,New York Knicks,25.3,38,44,40,42,-0.49,0.63,0.14,105.9,106.4,-0.5,99.1,.319
1988,15,Washington Bullets,26.6,38,44,39,43,-0.77,0.61,-0.16,106.5,107.2,-0.7,98.1,.346
1988,16,Indiana Pacers,25.7,38,44,39,43,-0.79,0.62,-0.18,106.6,107.4,-0.8,98.0,.277
1988,17,Philadelphia 76ers,27.2,36,46,37,45,-1.44,0.65,-0.79,108.8,110.3,-1.5,96.0,.403
1988,18,Phoenix Suns,27.5,28,54,30,52,-4.48,-0.33,-4.80,107.0,111.4,-4.4,101.2,.301
1988,19,San Antonio Spurs,26.2,31,51,29,53,-4.88,-0.14,-5.02,108.2,112.8,-4.6,104.4,.319
1988,20,Sacramento Kings,26.1,24,58,27,55,-5.76,-0.08,-5.84,106.5,112.1,-5.6,100.9,.317
1988,21,New Jersey Nets,26.7,19,63,21,61,-8.11,1.13,-6.98,101.4,109.6,-8.2,98.6,.337
1988,22,Golden State Warriors,25.4,20,62,21,61,-8.32,-0.06,-8.38,104.7,112.9,-8.2,101.6,.298
1988,23,Los Angeles Clippers,26.2,17,65,16,66,-10.32,0.07,-10.24,97.4,107.6,-10.2,100.8,.320
1989,1,Cleveland Cavaliers,26.1,57,25,60,22,7.60,0.35,7.95,110.6,102.9,+7.7,98.0,.353
1989,2,Phoenix Suns,25.7,55,27,59,23,7.70,-0.86,6.84,113.1,105.7,+7.4,104.5,.344
1989,3,Los Angeles Lakers,29.5,57,25,58,24,7.17,-0.79,6.38,113.8,106.7,+7.1,100.1,.351
1989,4,Detroit Pistons,28.7,63,19,56,26,5.80,0.44,6.24,110.8,104.7,+6.1,95.5,.346
1989,5,Utah Jazz,27.4,51,31,55,27,5.02,-1.01,4.01,106.6,101.5,+5.1,98.0,.416
1989,6,Atlanta Hawks,28.5,52,30,54,28,4.91,0.35,5.26,112.2,107.2,+5.0,98.3,.375
1989,7,Milwaukee Bucks,28.5,49,33,50,32,3.61,0.50,4.11,110.1,106.4,+3.7,98.6,.332
1989,8,New York Knicks,25.3,52,30,50,32,3.77,-0.15,3.62,111.1,107.5,+3.6,104.4,.311
1989,9,Seattle SuperSonics,26.3,47,35,48,34,2.90,-0.46,2.44,111.5,108.6,+2.9,100.1,.318
1989,10,Denver Nuggets,29.8,44,38,45,37,1.70,-0.78,0.91,108.6,107.1,+1.5,107.5,.284
1989,11,Philadelphia 76ers,27.0,46,36,45,37,1.50,0.18,1.68,113.0,111.5,+1.5,98.5,.348
1989,12,Chicago Bulls,26.4,47,35,45,37,1.44,0.69,2.13,109.1,107.7,+1.4,97.0,.302
1989,13,Portland Trail Blazers,26.9,39,43,45,37,1.46,-0.55,0.92,109.4,108.0,+1.4,103.9,.310
1989,14,Boston Celtics,28.5,42,40,44,38,1.16,0.10,1.26,110.8,109.6,+1.2,98.1,.329
1989,15,Houston Rockets,26.8,45,37,44,38,0.95,-0.73,0.22,105.7,104.8,+0.9,101.8,.351
1989,16,Golden State Warriors,26.0,43,39,40,42,-0.30,-0.29,-0.59,107.4,107.7,-0.3,107.3,.299
1989,17,Dallas Mavericks,28.6,38,44,38,44,-1.21,-0.59,-1.79,107.4,108.6,-1.2,95.9,.327
1989,18,Washington Bullets,26.2,40,42,35,47,-2.16,0.39,-1.77,106.4,108.5,-2.1,100.8,.305
1989,19,Indiana Pacers,25.2,28,54,30,52,-4.17,1.17,-3.00,106.8,111.0,-4.2,99.2,.328
1989,20,Sacramento Kings,25.2,27,55,27,55,-5.55,0.20,-5.35,104.5,110.0,-5.5,100.5,.286
1989,21,New Jersey Nets,26.8,26,56,25,57,-6.35,0.66,-5.69,103.0,109.3,-6.3,100.1,.313
1989,22,San Antonio Spurs,25.6,21,61,23,59,-7.28,-0.17,-7.45,100.9,107.9,-7.0,104.1,.319
1989,23,Charlotte Hornets,27.2,20,62,21,61,-8.52,0.79,-7.74,103.7,112.1,-8.4,100.3,.277
1989,24,Los Angeles Clippers,24.6,21,61,18,64,-9.91,0.41,-9.50,100.8,110.2,-9.4,104.4,.299
1989,25,Miami Heat,25.2,15,67,15,67,-11.23,0.10,-11.13,97.8,109.0,-11.2,99.1,.296
1990,1,Los Angeles Lakers,28.9,63,19,58,24,6.78,-0.04,6.74,114.0,107.0,+7.0,96.3,.345
1990,2,Phoenix Suns,26.7,54,28,58,24,7.10,-0.01,7.09,113.1,106.2,+6.9,100.7,.380
1990,3,Detroit Pistons,29.5,59,23,57,25,6.09,-0.68,5.41,109.9,103.5,+6.4,94.4,.323
1990,4,Portland Trail Blazers,26.7,59,23,57,25,6.32,0.16,6.48,110.5,104.4,+6.1,102.3,.362
1990,5,Philadelphia 76ers,27.4,53,29,54,28,4.99,-0.75,4.23,113.5,108.4,+5.1,96.5,.357
1990,6,Utah Jazz,27.6,55,27,54,28,4.79,0.03,4.82,110.3,105.4,+4.9,96.1,.377
1990,7,Boston Celtics,30.2,52,30,51,31,3.99,-0.76,3.23,112.0,107.9,+4.1,98.2,.301
1990,8,San Antonio Spurs,26.4,56,26,50,32,3.49,0.09,3.58,107.7,104.2,+3.5,98.5,.362
1990,9,Chicago Bulls,26.1,55,27,50,32,3.26,-0.51,2.74,112.3,109.0,+3.3,96.7,.302
1990,10,Houston Rockets,27.9,41,41,45,37,1.46,0.24,1.71,104.8,103.4,+1.4,101.2,.313
1990,11,New York Knicks,26.5,45,37,45,37,1.41,-0.63,0.78,109.4,108.0,+1.4,98.2,.331
1990,12,Denver Nuggets,29.5,43,39,45,37,1.41,0.15,1.56,108.0,106.7,+1.3,105.4,.275
1990,13,Seattle SuperSonics,25.6,41,41,44,38,1.04,0.36,1.40,110.9,109.8,+1.1,95.3,.299
1990,14,Atlanta Hawks,28.6,41,41,44,38,1.02,-0.39,0.64,113.0,111.9,+1.1,95.8,.362
1990,15,Indiana Pacers,26.4,42,40,41,41,0.16,-0.34,-0.18,111.5,111.4,+0.1,97.0,.343
1990,16,Dallas Mavericks,29.2,47,35,41,41,0.07,0.35,0.42,107.2,107.2,0.0,94.5,.331
1990,17,Cleveland Cavaliers,26.1,42,40,40,42,-0.30,-0.31,-0.62,106.9,107.2,-0.3,95.0,.315
1990,18,Milwaukee Bucks,28.1,44,38,39,43,-0.78,-0.28,-1.06,107.3,108.1,-0.8,98.0,.318
1990,19,Washington Bullets,27.5,31,51,35,47,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,.276
1990,20,Golden State Warriors,26.0,37,45,33,49,-3.13,0.59,-2.55,109.6,112.6,-3.0,105.9,.397
1990,21,Los Angeles Clippers,24.5,30,52,32,50,-3.39,0.59,-2.80,104.0,107.4,-3.4,99.2,.359
1990,22,Minnesota Timberwolves,26.2,22,60,29,53,-4.23,0.63,-3.60,103.6,108.2,-4.6,91.1,.311
1990,23,Sacramento Kings,26.4,23,59,28,54,-5.06,0.65,-4.41,104.8,110.0,-5.2,96.7,.278
1990,24,New Jersey Nets,26.6,17,65,21,61,-7.87,0.05,-7.82,100.7,108.6,-7.9,99.3,.317
1990,25,Charlotte Hornets,25.6,19,63,21,61,-7.82,0.81,-7.00,102.0,109.9,-7.9,98.1,.274
1990,26,Orlando Magic,26.5,18,64,21,61,-8.91,0.19,-8.73,105.8,114.3,-8.5,104.1,.362
1990,27,Miami Heat,24.7,18,64,18,64,-9.72,0.13,-9.59,99.3,108.9,-9.6,101.0,.276
1991,1,Chicago Bulls,26.9,61,21,63,19,9.10,-0.53,8.57,114.6,105.2,+9.4,95.6,.296
1991,2,Portland Trail Blazers,27.9,63,19,62,20,8.68,-0.21,8.47,112.8,104.3,+8.5,100.5,.344
1991,3,Los Angeles Lakers,28.4,58,24,59,23,6.74,-0.01,6.73,112.1,105.0,+7.1,94.1,.327
1991,4,Phoenix Suns,26.9,55,27,57,25,6.55,-0.06,6.49,112.6,106.1,+6.5,101.0,.372
1991,5,Boston Celtics,28.2,56,26,56,26,5.82,-0.60,5.22,112.6,106.7,+5.9,98.5,.277
1991,6,San Antonio Spurs,26.0,55,27,53,29,4.51,-0.21,4.30,107.8,103.3,+4.5,98.6,.352
1991,7,Detroit Pistons,30.5,50,32,50,32,3.27,-0.19,3.08,108.2,104.6,+3.6,91.9,.322
1991,8,Utah Jazz,28.7,54,28,50,32,3.33,-0.15,3.18,108.6,105.1,+3.5,95.3,.378
1991,9,Houston Rockets,27.3,52,30,50,32,3.50,-0.23,3.27,107.4,103.9,+3.5,98.5,.302
1991,10,Milwaukee Bucks,29.3,48,34,48,34,2.48,-0.15,2.33,109.7,107.2,+2.5,96.1,.323
1991,11,Golden State Warriors,26.5,44,38,45,37,1.63,0.09,1.72,111.9,110.3,+1.6,103.6,.376
1991,12,Seattle SuperSonics,26.2,41,41,44,38,1.23,0.08,1.31,109.7,108.5,+1.2,96.2,.301
1991,13,Atlanta Hawks,29.0,43,39,43,39,0.77,-0.05,0.72,110.9,110.1,+0.8,98.6,.352
1991,14,New York Knicks,28.1,39,43,40,42,-0.23,-0.20,-0.43,107.1,107.3,-0.2,95.0,.315
1991,15,Philadelphia 76ers,28.4,44,38,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,.342
1991,16,Indiana Pacers,26.4,41,41,40,42,-0.39,0.02,-0.37,111.7,112.1,-0.4,99.4,.354
1991,17,Cleveland Cavaliers,26.8,33,49,34,48,-2.46,0.14,-2.33,106.1,108.7,-2.6,95.1,.317
1991,18,Los Angeles Clippers,25.1,31,51,32,50,-3.45,0.29,-3.16,103.0,106.5,-3.5,99.9,.311
1991,19,Orlando Magic,26.1,31,51,31,51,-3.98,0.18,-3.79,105.9,109.9,-4.0,99.5,.337
1991,20,Minnesota Timberwolves,26.2,29,53,30,52,-3.93,0.18,-3.75,106.7,110.9,-4.2,92.3,.286
1991,21,New Jersey Nets,26.2,26,56,29,53,-4.51,-0.02,-4.53,102.9,107.4,-4.5,99.3,.301
1991,22,Dallas Mavericks,30.6,28,54,29,53,-4.57,0.31,-4.27,105.5,110.3,-4.8,94.2,.288
1991,23,Washington Bullets,26.5,30,52,28,54,-4.98,0.14,-4.84,103.0,108.1,-5.1,97.5,.279
1991,24,Charlotte Hornets,25.5,26,56,27,55,-5.24,0.30,-4.95,105.0,110.4,-5.4,97.3,.315
1991,25,Miami Heat,24.0,24,58,25,57,-5.99,0.08,-5.91,102.0,108.1,-6.1,99.3,.323
1991,26,Sacramento Kings,25.9,25,57,23,59,-6.78,0.51,-6.27,102.0,109.1,-7.1,94.7,.309
1991,27,Denver Nuggets,26.5,20,62,19,63,-10.91,0.60,-10.31,105.2,114.7,-9.5,113.7,.255
1992,1,Chicago Bulls,27.6,67,15,66,16,10.44,-0.37,10.07,115.5,104.5,+11.0,94.4,.297
1992,2,Portland Trail Blazers,28.1,57,25,59,23,7.27,-0.33,6.94,111.4,104.2,+7.2,99.0,.335
1992,3,Utah Jazz,28.5,55,27,57,25,6.39,-0.69,5.70,112.2,105.6,+6.6,95.5,.363
1992,4,Phoenix Suns,27.0,53,29,56,26,5.94,-0.26,5.68,112.1,106.2,+5.9,99.4,.332
1992,5,Cleveland Cavaliers,27.6,57,25,55,27,5.45,-0.11,5.34,113.9,108.2,+5.7,95.0,.322
1992,6,New York Knicks,27.3,51,31,52,30,3.89,-0.22,3.67,108.3,104.2,+4.1,92.9,.295
1992,7,Boston Celtics,29.2,51,31,51,31,3.62,-0.21,3.41,110.8,107.0,+3.8,95.8,.266
1992,8,Golden State Warriors,25.5,55,27,50,32,3.90,-0.14,3.77,113.6,109.9,+3.7,103.4,.351
1992,9,San Antonio Spurs,27.3,47,35,50,32,3.32,-0.51,2.81,107.5,104.1,+3.4,96.2,.317
1992,10,Detroit Pistons,30.1,48,34,47,35,2.04,0.01,2.06,107.5,105.3,+2.2,91.6,.307
1992,11,Seattle SuperSonics,27.3,47,35,46,36,1.88,-0.02,1.86,110.7,108.8,+1.9,95.4,.317
1992,12,Indiana Pacers,26.4,40,42,46,36,1.89,-0.04,1.85,111.7,109.9,+1.8,99.0,.334
1992,13,Los Angeles Clippers,27.3,45,37,44,38,1.07,0.03,1.10,105.8,104.7,+1.1,96.5,.314
1992,14,Los Angeles Lakers,28.3,43,39,38,44,-1.10,0.15,-0.95,107.7,108.9,-1.2,92.5,.327
1992,15,Philadelphia 76ers,27.6,35,47,37,45,-1.27,-0.07,-1.34,108.3,109.7,-1.4,93.7,.335
1992,16,Atlanta Hawks,27.2,38,44,37,45,-1.50,0.35,-1.15,107.3,108.9,-1.6,97.8,.277
1992,17,New Jersey Nets,25.6,40,42,36,46,-1.70,0.15,-1.54,107.0,108.7,-1.7,98.0,.265
1992,18,Houston Rockets,28.0,42,40,36,46,-1.72,-0.22,-1.94,106.2,108.0,-1.8,95.1,.293
1992,19,Milwaukee Bucks,30.2,31,51,36,46,-1.71,0.26,-1.46,108.8,110.6,-1.8,95.5,.292
1992,20,Charlotte Hornets,25.2,31,51,31,51,-3.90,0.33,-3.57,107.1,110.9,-3.8,101.7,.286
1992,21,Miami Heat,24.4,38,44,30,52,-4.21,0.27,-3.94,106.7,110.9,-4.2,97.7,.330
1992,22,Washington Bullets,26.1,25,57,29,53,-4.46,0.11,-4.35,103.9,108.4,-4.5,97.7,.268
1992,23,Sacramento Kings,25.1,29,53,26,56,-6.06,0.44,-5.63,103.9,109.9,-6.0,99.6,.301
1992,24,Orlando Magic,26.6,21,61,23,59,-6.91,0.40,-6.52,103.5,110.5,-7.0,98.0,.319
1992,25,Minnesota Timberwolves,26.4,15,67,23,59,-7.05,0.20,-6.85,105.0,112.4,-7.4,95.1,.253
1992,26,Denver Nuggets,25.7,24,58,21,61,-7.87,0.28,-7.59,100.7,108.6,-7.9,98.6,.280
1992,27,Dallas Mavericks,28.2,22,60,21,61,-7.65,0.18,-7.47,103.0,111.1,-8.1,94.4,.281
1993,1,Seattle SuperSonics,27.7,55,27,59,23,7.07,-0.42,6.66,112.3,104.9,+7.4,96.0,.316
1993,2,Chicago Bulls,28.1,57,25,58,24,6.29,-0.10,6.19,112.9,106.1,+6.8,92.5,.271
1993,3,Cleveland Cavaliers,28.8,54,28,58,24,6.45,-0.15,6.30,112.7,106.0,+6.7,94.8,.308
1993,4,Phoenix Suns,28.2,62,20,57,25,6.66,-0.39,6.27,113.3,106.7,+6.6,99.8,.358
1993,5,New York Knicks,28.3,60,22,58,24,6.16,-0.29,5.87,106.1,99.7,+6.4,94.5,.336
1993,6,Houston Rockets,27.4,55,27,53,29,4.23,-0.66,3.57,109.6,105.2,+4.4,94.4,.310
1993,7,Portland Trail Blazers,28.2,51,31,49,33,3.11,-0.19,2.92,108.3,105.2,+3.1,99.1,.347
1993,8,San Antonio Spurs,27.5,49,33,48,34,2.67,-0.46,2.21,109.6,106.8,+2.8,95.4,.347
1993,9,Utah Jazz,29.3,47,35,47,35,2.17,-0.43,1.74,109.6,107.4,+2.2,96.5,.365
1993,10,Indiana Pacers,26.8,41,41,46,36,1.70,0.08,1.77,111.9,110.1,+1.8,96.0,.342
1993,11,Orlando Magic,25.8,41,41,45,37,1.32,0.03,1.35,108.5,107.1,+1.4,96.3,.372
1993,12,New Jersey Nets,27.3,43,39,45,37,1.26,-0.05,1.20,106.5,105.2,+1.3,96.0,.319
1993,13,Boston Celtics,28.6,48,34,43,39,0.89,0.04,0.93,108.7,107.8,+0.9,94.9,.270
1993,14,Los Angeles Clippers,26.7,41,41,42,40,0.35,-0.03,0.33,107.4,107.1,+0.3,99.1,.297
1993,15,Charlotte Hornets,25.7,44,38,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,.329
1993,16,Atlanta Hawks,27.1,43,39,39,43,-0.87,0.20,-0.67,109.3,110.2,-0.9,97.6,.305
1993,17,Golden State Warriors,25.0,34,48,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,.342
1993,18,Miami Heat,25.2,36,46,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,.361
1993,19,Los Angeles Lakers,28.0,39,43,38,44,-1.27,0.06,-1.20,107.6,108.9,-1.3,96.2,.329
1993,20,Detroit Pistons,29.9,40,42,37,45,-1.39,0.29,-1.10,107.4,108.9,-1.5,93.2,.271
1993,21,Denver Nuggets,24.8,36,46,36,46,-1.74,-0.40,-2.14,104.6,106.3,-1.7,99.8,.324
1993,22,Sacramento Kings,26.5,25,57,33,49,-3.17,0.17,-3.00,106.5,109.6,-3.1,100.8,.337
1993,23,Milwaukee Bucks,26.9,28,54,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,.301
1993,24,Philadelphia 76ers,27.1,26,56,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,.319
1993,25,Washington Bullets,26.1,22,60,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,.298
1993,26,Minnesota Timberwolves,25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,.344
1993,27,Dallas Mavericks,24.9,11,71,10,72,-15.20,0.52,-14.68,99.5,114.7,-15.2,99.5,.299
1994,1,Seattle SuperSonics,28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,+9.6,95.1,.344
1994,2,New York Knicks,28.9,57,25,60,22,6.99,-0.50,6.48,105.7,98.2,+7.5,92.8,.311
1994,3,San Antonio Spurs,29.0,55,27,56,26,5.26,-0.21,5.05,110.4,104.6,+5.8,90.1,.322
1994,4,Atlanta Hawks,28.7,57,25,56,26,5.27,-0.33,4.94,107.2,101.7,+5.5,94.2,.294
1994,5,Phoenix Suns,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,+4.9,96.7,.325
1994,6,Utah Jazz,29.4,53,29,53,29,4.22,-0.12,4.10,108.6,104.1,+4.5,93.1,.354
1994,7,Houston Rockets,28.1,58,24,53,29,4.32,-0.12,4.19,105.9,101.4,+4.5,95.0,.294
1994,8,Cleveland Cavaliers,27.9,47,35,52,30,4.02,-0.39,3.64,109.4,105.1,+4.3,91.7,.335
1994,9,Orlando Magic,25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,+4.1,95.2,.341
1994,10,Indiana Pacers,27.2,47,35,51,31,3.45,-0.19,3.26,107.8,104.2,+3.6,93.3,.366
1994,11,Chicago Bulls,27.7,55,27,50,32,3.09,-0.22,2.87,106.1,102.7,+3.4,91.9,.273
1994,12,Miami Heat,26.0,42,40,48,34,2.67,-0.27,2.40,109.5,106.7,+2.8,93.8,.322
1994,13,Portland Trail Blazers,28.6,47,35,48,34,2.63,-0.04,2.60,108.1,105.5,+2.6,98.8,.323
1994,14,New Jersey Nets,26.6,45,37,47,35,2.20,-0.08,2.11,107.2,104.9,+2.3,95.5,.351
1994,15,Golden State Warriors,25.0,50,32,46,36,1.74,0.01,1.76,108.3,106.5,+1.8,99.1,.322
1994,16,Denver Nuggets,24.8,42,40,45,37,1.49,0.05,1.54,103.9,102.3,+1.6,96.1,.357
1994,17,Charlotte Hornets,27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,.301
1994,18,Boston Celtics,27.8,32,50,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,.284
1994,19,Los Angeles Lakers,26.5,33,49,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,.269
1994,20,Los Angeles Clippers,27.0,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,.297
1994,21,Sacramento Kings,26.7,28,54,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,.326
1994,22,Milwaukee Bucks,26.1,20,62,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,.320
1994,23,Minnesota Timberwolves,26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,.352
1994,24,Washington Bullets,25.8,24,58,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,.317
1994,25,Philadelphia 76ers,27.2,25,57,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,.310
1994,26,Detroit Pistons,27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,.244
1994,27,Dallas Mavericks,25.3,13,69,19,63,-8.70,0.50,-8.19,100.4,109.6,-9.2,94.5,.275
1995,1,Utah Jazz,29.6,60,22,61,21,7.99,-0.23,7.76,114.3,105.7,+8.6,92.6,.392
1995,2,Seattle SuperSonics,28.7,57,25,61,21,8.18,-0.27,7.91,114.8,106.3,+8.5,95.5,.380
1995,3,Orlando Magic,26.6,57,25,59,23,7.06,-0.62,6.44,115.1,107.8,+7.3,95.1,.357
1995,4,San Antonio Spurs,29.0,62,20,57,25,5.96,-0.06,5.90,111.7,105.4,+6.3,94.6,.372
1995,5,Chicago Bulls,28.1,47,35,54,28,4.83,-0.51,4.32,109.5,104.3,+5.2,92.0,.308
1995,6,Phoenix Suns,29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,+4.1,95.9,.338
1995,7,Portland Trail Blazers,29.3,44,38,52,30,3.82,-0.02,3.80,109.7,105.7,+4.0,93.8,.313
1995,8,Indiana Pacers,28.7,52,30,52,30,3.70,-0.34,3.35,109.6,105.6,+4.0,90.0,.383
1995,9,Charlotte Hornets,28.0,50,32,50,32,3.28,-0.41,2.87,109.6,106.1,+3.5,91.2,.317
1995,10,New York Knicks,29.4,55,27,50,32,3.11,-0.33,2.78,107.2,103.8,+3.4,91.2,.331
1995,11,Houston Rockets,28.5,47,35,47,35,2.12,0.20,2.32,109.7,107.4,+2.3,94.2,.310
1995,12,Atlanta Hawks,28.2,42,40,45,37,1.28,-0.22,1.06,106.6,105.2,+1.4,89.8,.292
1995,13,Denver Nuggets,26.6,41,41,43,39,0.84,0.11,0.96,109.1,108.2,+0.9,91.5,.357
1995,14,Cleveland Cavaliers,28.3,43,39,43,39,0.62,-0.07,0.55,105.3,104.6,+0.7,84.8,.317
1995,15,Los Angeles Lakers,25.9,48,34,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,.292
1995,16,Sacramento Kings,26.4,39,43,38,44,-1.00,0.26,-0.74,105.5,106.5,-1.0,92.3,.359
1995,17,Miami Heat,27.1,32,50,36,46,-1.63,-0.21,-1.85,108.2,109.9,-1.7,92.9,.317
1995,18,Boston Celtics,27.2,35,47,36,46,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,.331
1995,19,Dallas Mavericks,24.3,36,46,33,49,-2.90,0.51,-2.39,107.6,110.6,-3.0,94.7,.301
1995,20,New Jersey Nets,27.5,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,.342
1995,21,Milwaukee Bucks,25.7,34,48,29,53,-4.37,0.07,-4.30,106.2,110.9,-4.7,92.7,.343
1995,22,Golden State Warriors,26.0,26,56,27,55,-5.41,0.51,-4.90,106.7,112.2,-5.5,97.9,.348
1995,23,Philadelphia 76ers,25.1,24,58,27,55,-5.07,0.01,-5.06,104.1,109.7,-5.6,91.0,.323
1995,24,Washington Bullets,24.5,21,61,26,56,-5.60,0.04,-5.56,105.4,111.3,-5.9,94.5,.292
1995,25,Detroit Pistons,26.9,28,54,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,.293
1995,26,Los Angeles Clippers,24.9,17,65,18,64,-9.16,0.73,-8.43,101.5,111.1,-9.6,94.3,.302
1995,27,Minnesota Timberwolves,25.4,21,61,18,64,-9.00,0.78,-8.22,102.6,112.4,-9.8,91.4,.379
1996,1,Chicago Bulls,29.9,72,10,70,12,12.24,-0.44,11.80,115.2,101.8,+13.4,91.1,.291
1996,2,Seattle SuperSonics,29.6,64,18,61,21,7.79,-0.40,7.40,110.3,102.1,+8.2,93.8,.379
1996,3,Utah Jazz,29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,+7.2,90.0,.359
1996,4,San Antonio Spurs,29.4,59,23,58,24,6.30,-0.33,5.98,110.2,103.5,+6.7,93.3,.342
